product_name,sales,quantity,profit,avg_discount,avg_ship_days,orders,growth,margin,stability_score
"Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner",341.99,3,-319.19,0.7,0.0,1,0.0,-0.9333313839585953,4.540540540540539
Brown Kraft Recycled Envelopes,244.51,15,117.16,0.04,3.6,5,-58.33,0.47916240644554414,63.13513513513514
Bulldog Table or Wall-Mount Pencil Sharpener,77.87,13,22.59,0.0,3.6666666666666665,3,0.0,0.29009888275330675,4.540540540540539
Bulldog Vacuum Base Pencil Sharpener,330.92,31,59.6,0.10000000000000002,3.1666666666666665,6,586.66,0.1801039526169467,22.702702702702705
Bush Advantage Collection Racetrack Conference Table,9544.720000000001,33,-1934.4,0.35000000000000003,5.142857142857143,7,133.33,-0.20266702428148756,80.32432432432432
Bush Advantage Collection Round Conference Table,3401.6000000000004,19,210.47,0.2375,3.25,4,0.0,0.061873824082784565,54.91891891891891
"Bush Andora Bookcase, Maple/Graphite Gray Finish",3317.71,34,135.59,0.16666666666666666,3.5555555555555554,9,263.34,0.04086855089805921,56.00000000000001
"Bush Andora Conference Table, Maple/Graphite Gray Finish",1436.24,12,-143.62,0.3,3.75,4,61.54,-0.09999721495014761,63.729729729729726
"Bush Birmingham Collection Bookcase, Dark Cherry",825.17,9,-117.88,0.3,2.0,1,0.0,-0.14285541161215265,4.540540540540539
"Bush Cubix Collection Bookcases, Fully Assembled",729.23,4,48.620000000000005,0.2333333333333333,5.0,3,0.0,0.06667306611082924,9.999999999999998
"Bush Cubix Conference Tables, Fully Assembled",3603.29,19,311.82000000000005,0.2,3.0,4,-18.6,0.08653758093298071,37.62162162162163
"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",3626.0099999999998,34,-208.64000000000001,0.23375,3.125,8,-71.43,-0.057539830281769774,75.51351351351352
Bush Mission Pointe Library,748.86,6,24.15,0.17333333333333334,5.333333333333333,3,0.0,0.03224901850813236,33.13513513513513
"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",119.83,1,-12.69,0.15,5.0,1,0.0,-0.1059000250354669,4.540540540540539
Bush Somerset Collection Bookcase,1263.95,12,-56.33,0.21250000000000002,3.25,4,-45.6,-0.04456663633846275,28.43243243243243
"Bush Westfield Collection Bookcases, Dark Cherry Finish",649.38,14,-97.4,0.2333333333333333,5.0,3,0.0,-0.14998922048723398,10.702702702702705
"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",90.88,3,-190.85,0.7,2.0,1,0.0,-2.1000220070422535,4.540540540540539
"Bush Westfield Collection Bookcases, Fully Assembled",1473.3,18,73.73,0.19499999999999998,4.333333333333333,6,169.37,0.050044118645218225,21.081081081081077
"Bush Westfield Collection Bookcases, Medium Cherry Finish",1426.8799999999999,32,-20.289999999999992,0.23000000000000004,3.7777777777777777,9,240.22,-0.014219836286162812,46.270270270270274
C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,137.17000000000002,31,47.72,0.125,3.25,8,-33.35,0.3478894802070423,97.67567567567568
"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",514.56,13,23.539999999999992,0.15,2.75,4,0.0,0.045747823383084564,99.1891891891892
"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",136.34,28,56.1,0.028571428571428574,5.285714285714286,7,50.9,0.4114713216957606,32.270270270270274
"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",86.0,21,15.09,0.39999999999999997,4.0,4,219.87,0.17546511627906977,77.24324324324324
Cameo Buff Policy Envelopes,1555.75,28,632.25,0.1,4.5,8,0.0,0.40639562911778887,58.5945945945946
"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",1007.98,3,43.2,0.3,2.0,1,0.0,0.042857993214151076,4.540540540540539
Canon Image Class D660 Copier,3959.93,7,1691.97,0.1,4.5,2,0.0,0.42727270431548037,8.594594594594597
Canon Imageclass D680 Copier / Fax,8959.869999999999,16,2799.96,0.2,3.0,5,466.67,0.3125000697554764,60.216216216216225
Canon PC-428 Personal Copier,4119.8,25,1469.92,0.20000000000000004,4.5,6,-55.77,0.3567940191271421,64.91891891891892
Canon PC1060 Personal Laser Copier,11619.830000000002,19,4570.94,0.15000000000000002,3.25,4,0.0,0.393374085507275,39.621621621621614
Canon PC1080F Personal Copier,5999.9,11,1973.97,0.05,3.75,4,0.0,0.32900048334138904,46.05405405405405
Canon PC170 Desktop Personal Copier,575.82,6,67.18,0.4,5.0,2,0.0,0.1166684033204821,41.0
Canon PC940 Copier,5669.88,15,2092.46,0.20000000000000004,3.6666666666666665,3,0.0,0.3690483749215151,15.405405405405403
Canon imageCLASS 2200 Advanced Copier,61599.83,20,25199.94,0.12000000000000002,4.0,5,37.84,0.4090910640500144,34.97297297297297
Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,3991.98,2,1995.99,0.0,5.0,1,0.0,0.5,4.540540540540539
Canvas Sectional Post Binders,422.64,28,59.06999999999999,0.3333333333333333,3.6666666666666665,6,260.86,0.13976433844406586,58.16216216216217
Cardinal EasyOpen D-Ring Binders,209.3,40,26.500000000000004,0.25,4.25,8,41.69,0.12661251791686576,83.2972972972973
"Cardinal HOLDit! Binder Insert Strips,Extra Strips",136.73000000000002,41,4.369999999999998,0.4555555555555555,4.0,9,60.85,0.03196079865428215,70.64864864864865
Cardinal Hold-It CD Pocket,38.3,12,-12.46,0.5,3.75,4,0.0,-0.3253263707571802,22.81081081081081
Cardinal Holdit Business Card Pockets,87.63,25,22.889999999999997,0.2375,5.0,8,125.05,0.26121191372817526,91.56756756756756
Cardinal Holdit Data Disk Pockets,100.46000000000001,16,38.73,0.13333333333333333,4.0,3,0.0,0.38552657774238497,27.837837837837842
Cardinal Poly Pocket Divider Pockets for Ring Binders,40.32,15,12.6,0.2,4.75,4,0.0,0.3125,12.108108108108107
"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",178.99,37,5.41,0.41,4.8,10,41.93,0.030225152243142074,76.21621621621621
Cardinal Slant-D Ring Binders,119.92,17,46.06,0.18,4.4,5,429.98,0.3840893929286191,19.837837837837835
"Career Cubicle Clock, 8 1/4"", Black",194.69,10,68.95,0.06666666666666667,5.666666666666667,3,0.0,0.35415275566284865,4.540540540540539
"Carina 42""Hx23 3/4""W Media Storage Unit",1635.79,22,-110.13999999999999,0.1,4.25,8,40.0,-0.06733138116750927,73.67567567567568
Carina Double Wide Media Storage Towers in Natural & Black,3028.65,39,-3.229999999999997,0.06666666666666667,4.833333333333333,12,163.16,-0.0010664817658032446,94.16216216216216
Carina Media Storage Towers in Natural & Black,1073.25,20,-121.96000000000001,0.12000000000000002,3.6,5,220.0,-0.1136361518751456,56.270270270270274
"Carina Mini System Audio Rack, Model AR050B",2730.11,26,-68.8,0.06666666666666667,4.833333333333333,6,133.33,-0.025200449798726057,47.89189189189189
Case Logic 2.4GHz Wireless Keyboard,1229.76,27,-11.990000000000002,0.07500000000000001,2.875,8,-35.14,-0.009749869893312517,96.37837837837839
Catalog Binders with Expanding Posts,1089.93,36,-242.21000000000004,0.5125,4.375,8,77.79,-0.2222252805226024,54.864864864864856
Cherry 142-key Programmable Keyboard,479.72,4,52.77,0.0,4.0,1,0.0,0.11000166763945635,4.540540540540539
"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",5098.17,22,-403.99999999999994,0.31666666666666665,4.0,6,356.25,-0.07924412092966691,54.37837837837838
"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",4297.65,11,-611.5899999999999,0.3333333333333333,4.333333333333333,6,0.0,-0.14230800553791026,31.081081081081084
Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,9917.64,27,-2876.1099999999997,0.28,4.0,5,120.0,-0.28999943534953876,74.59459459459458
"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",3354.88,18,100.20999999999997,0.18333333333333335,4.5,6,0.0,0.0298699208317436,70.0
Chromcraft Rectangular Conference Tables,4952.67,30,-450.24,0.32222222222222224,3.7777777777777777,9,46.67,-0.09090854024193011,54.432432432432435
Chromcraft Round Conference Tables,8209.07,61,-189.98999999999995,0.2576923076923077,4.230769230769231,13,-46.13,-0.023143912769655998,34.48648648648649
Cisco 8961 IP Phone Charcoal,224.94,3,-164.95,0.7,2.0,1,0.0,-0.7333066595536587,4.540540540540539
Cisco 8x8 Inc. 6753i IP Business Phone System,2645.8100000000004,26,83.70000000000002,0.16666666666666666,3.3333333333333335,6,-40.74,0.031634924654453646,91.78378378378378
Cisco 9971 IP Video Phone Charcoal,4268.0,16,466.4,0.35,5.5,2,0.0,0.10927835051546392,4.540540540540539
Cisco CP-7937G Unified IP Conference Station Phone,1391.4,4,-55.66,0.5,2.5,2,0.0,-0.040002874802357334,40.67567567567567
Cisco Desktop Collaboration Experience DX650 IP Video Phone,385.8,5,130.21,0.2,2.0,1,0.0,0.33750648004147227,4.540540540540539
Cisco IP Phone 7961G-GE VoIP phone,2252.4399999999996,15,-119.12,0.35000000000000003,4.75,4,0.0,-0.05288487151711035,19.891891891891888
Cisco IP Phone 7961G VoIP phone - Dark gray,1386.69,12,228.4,0.06666666666666667,4.333333333333333,3,0.0,0.1647087669197874,10.270270270270265
Cisco SPA 501G IP Phone,213.48,3,16.01,0.2,5.0,1,0.0,0.07499531572044221,8.594594594594597
Cisco SPA 502G IP Phone,2063.14,21,299.86,0.16,3.2,5,-66.67,0.14534156673807885,55.081081081081074
Cisco SPA112 2 Port Phone Adapter,516.53,11,87.38,0.13333333333333333,3.3333333333333335,3,66.67,0.16916732813195748,75.67567567567568
Cisco SPA301,4180.52,30,904.74,0.15555555555555556,3.6666666666666665,9,-36.0,0.21641805325653266,30.486486486486484
Cisco SPA508G,910.66,15,207.87,0.12000000000000002,4.2,5,12.5,0.22826301803087873,99.83783783783784
Cisco SPA525G2 5-Line IP Phone,1379.92,8,648.56,0.0,6.0,1,0.0,0.46999826076874013,4.540540540540539
Cisco SPA525G2 IP Phone - Wireless,426.93,26,43.08,0.2,4.8,5,62.5,0.100906471786944,89.24324324324324
Cisco Small Business SPA 502G VoIP phone,882.1,11,58.47,0.25,5.0,4,-89.29,0.06628500170048747,36.48648648648649
Cisco TelePresence System EX90 Videoconferencing Unit,22638.48,6,-1811.08,0.5,5.0,1,0.0,-0.08000007067612314,4.540540540540539
Cisco Unified IP Phone 7945G VoIP phone,6751.610000000001,26,102.31,0.23333333333333336,3.3333333333333335,6,0.0,0.015153422665112468,52.81081081081081
Clarity 53712,752.28,14,68.64,0.15000000000000002,3.75,4,312.51,0.09124262242781943,50.54054054054053
Classic Ivory Antique Telephone ZL1810,341.67,4,40.19,0.1,3.0,2,0.0,0.11762812070126144,23.189189189189186
Clear Mylar Reinforcing Strips,377.54,29,90.27,0.41428571428571426,4.0,7,2.74,0.23910049266302905,83.51351351351352
ClearOne CHATAttach 160 - speaker phone,6695.900000000001,13,1053.99,0.2,4.25,4,233.33,0.15740826475903164,92.97297297297298
ClearOne Communications CHAT 70 OC Speaker Phone,1685.3,12,273.47,0.1,4.5,4,40.0,0.16226784548745032,51.2972972972973
ClearSounds CSC500 Amplified Spirit Phone Corded phone,1119.83,19,162.38,0.13333333333333333,4.333333333333333,6,-73.33,0.1450041524159917,76.64864864864865
Clearsounds A400,488.33,11,-48.83,0.3333333333333333,3.0,3,-23.81,-0.09999385661335572,35.945945945945944
Col-Erase Pencils with Erasers,37.7,7,7.48,0.1,1.0,2,0.0,0.1984084880636605,4.540540540540539
Color-Coded Legal Exhibit Labels,14.73,3,7.22,0.0,3.5,2,0.0,0.49015614392396467,8.594594594594597
Colored Envelopes,50.93,16,19.04,0.12000000000000002,3.8,5,0.0,0.37384645591989,43.729729729729726
Colored Push Pins,24.97,15,7.6,0.08,2.8,5,-70.57,0.30436523828594314,30.648648648648646
Coloredge Poster Frame,298.2,21,116.28999999999999,0.0,3.1666666666666665,6,-54.55,0.38997317236753853,62.0
Colorific Watercolor Pencils,51.6,11,11.3,0.06666666666666667,2.6666666666666665,3,33.33,0.2189922480620155,78.86486486486486
"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",50.57,17,1.629999999999999,0.2285714285714286,4.285714285714286,7,-61.07,0.03223254894206049,83.72972972972973
Compact Automatic Electric Letter Opener,2982.75,26,-57.280000000000015,0.05,5.125,8,8.57,-0.019203754924147186,95.89189189189189
"Companion Letter/Legal File, Black",611.72,17,149.53,0.08,3.4,5,16.67,0.24444190152357287,77.62162162162163
Computer Printout Index Tabs,11.08,15,-2.0199999999999996,0.5,4.5,4,-79.16,-0.18231046931407938,24.864864864864867
Computer Printout Paper with Letter-Trim Fine Perforations,191.6,4,91.97,0.0,2.0,1,0.0,0.48001043841336116,8.594594594594597
Computer Printout Paper with Letter-Trim Perforations,405.96,24,169.2,0.08571428571428573,5.428571428571429,7,-68.75,0.41678983151049365,72.43243243243242
"Computer Room Manger, 14""",636.61,22,179.28,0.14285714285714285,4.0,7,0.0,0.2816166883963494,97.89189189189189
"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",546.8199999999999,12,61.51999999999999,0.2,3.25,4,33.33,0.11250502907721005,85.08108108108108
Contemporary Borderless Frame,36.16,6,3.62,0.3,2.5,2,0.0,0.10011061946902657,22.108108108108105
Contemporary Wood/Metal Frame,193.91,18,4.849999999999998,0.35,4.0,4,-12.51,0.025011603321128346,66.10810810810811
"Contico 72""H Heavy-Duty Storage System",598.31,16,-57.370000000000005,0.08,3.8,5,-37.5,-0.09588674767261121,77.94594594594595
"Contract Clock, 14"", Brown",334.09,21,29.47,0.27999999999999997,5.0,5,48.0,0.08820976383609208,64.75675675675676
Convenience Packs of Business Envelopes,58.65,18,24.099999999999998,0.10000000000000002,2.8333333333333335,6,126.7,0.4109121909633418,91.51351351351352
Crate-A-Files,176.58,18,31.38,0.1142857142857143,4.714285714285714,7,44.0,0.17770981991165474,84.0
"Crayola Anti Dust Chalk, 12/Pack",59.69,35,24.65,0.08571428571428573,4.714285714285714,7,544.58,0.41296699614675825,28.216216216216218
Crayola Colored Pencils,120.69,40,32.81,0.10909090909090911,4.363636363636363,11,193.29,0.27185350898997435,80.91891891891892
Cubify CubeX 3D Printer Double Head Print,11099.96,9,-8879.97,0.5333333333333333,4.0,3,6.67,-0.8000001801808295,65.24324324324324
Cubify CubeX 3D Printer Triple Head Print,7999.98,4,-3839.99,0.5,0.0,1,0.0,-0.479999949999875,8.594594594594597
Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,65.34,17,3.9099999999999997,0.20000000000000004,4.5,6,0.0,0.05984083256810529,31.783783783783782
Cyber Acoustics AC-202b Speech Recognition Stereo Headset,119.51,11,-20.52,0.16,3.8,5,42.12,-0.17170111287758347,34.05405405405405
DAX Black Cherry Wood-Tone Poster Frame,455.44,24,61.44,0.225,3.625,8,0.0,0.13490251185666607,48.05405405405405
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",168.74,23,48.82,0.17142857142857143,3.7142857142857144,7,-39.63,0.28932084864288254,42.486486486486484
DAX Clear Channel Poster Frame,119.56,10,27.699999999999996,0.19999999999999998,4.666666666666667,3,0.0,0.23168283706925388,47.243243243243235
"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",291.46,15,97.16,0.04,4.0,5,0.0,0.33335620668359295,52.97297297297297
"DAX Copper Panel Document Frame, 5 x 7 Size",171.09,18,39.75,0.2,3.0,5,150.02,0.2323338593722602,88.91891891891892
DAX Cubicle Frames - 8x10,125.78999999999999,26,20.76,0.12,5.4,5,-13.8,0.16503696637252566,65.08108108108108
"DAX Cubicle Frames, 8-1/2 x 11",145.69,17,52.46,0.0,3.5,4,-28.57,0.3600796211133228,89.56756756756756
"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",196.25,17,55.09,0.04,3.6,5,-18.61,0.2807133757961784,37.56756756756757
"DAX Metal Frame, Desktop, Stepped-Edge",161.92,11,26.11,0.24,3.4,5,0.0,0.16125247035573123,79.78378378378379
DAX Natural Wood-Tone Poster Frame,513.72,23,123.92,0.2,4.6,5,42.86,0.2412208985439539,77.8918918918919
DAX Solid Wood Frames,113.33,13,33.32,0.06666666666666667,4.666666666666667,3,-47.37,0.2940086473131563,27.67567567567567
"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",216.15,25,73.93,0.09999999999999999,4.125,8,191.63,0.3420309969928291,47.351351351351354
DAX Two-Tone Silver Metal Document Frame,234.77999999999997,13,84.81,0.13333333333333333,4.0,6,41.67,0.36123179146434964,34.162162162162154
"DAX Value U-Channel Document Frames, Easel Back",175.94,36,52.47,0.06,3.7,10,-64.0,0.2982266681823349,90.91891891891892
DAX Wood Document Frame,477.8,40,126.33,0.1111111111111111,4.111111111111111,9,0.0,0.26439933026370865,61.83783783783784
DAX Wood Document Frame.,159.26999999999998,16,7.689999999999999,0.35,3.25,4,0.0,0.048282790230426316,17.675675675675674
DIXON Oriole Pencils,44.89,19,8.61,0.10000000000000002,5.166666666666667,6,200.0,0.19180218311427932,52.59459459459459
DIXON Ticonderoga Erasable Checking Pencils,94.86,20,26.78,0.1142857142857143,4.428571428571429,7,-53.86,0.28231077377187436,85.4054054054054
DMI Arturo Collection Mission-style Design Wood Chair,4619.99,37,486.15000000000003,0.19090909090909092,3.3636363636363638,11,924.99,0.10522750049242532,46.108108108108105
DMI Eclipse Executive Suite Bookcases,11046.6,27,90.17,0.18333333333333335,3.3333333333333335,6,-88.24,0.008162692593196096,81.67567567567568
DXL Angle-View Binders with Locking Rings by Samsill,215.11,35,66.69,0.24,4.1,10,101.49,0.31002742782762305,68.86486486486487
"DXL Angle-View Binders with Locking Rings, Black",124.6,26,42.04,0.2,5.0,4,0.0,0.33739967897271267,20.918918918918916
DYMO CardScan Personal V9 Business Card Scanner,1343.91,11,463.96000000000004,0.3,3.0,3,0.0,0.34523145151088985,35.29729729729729
"Dana Fluorescent Magnifying Lamp, White, 36""",581.17,14,81.56,0.25,3.5,4,0.0,0.14033759485176456,28.324324324324323
Dana Halogen Swing-Arm Architect Lamp,1114.3899999999999,28,288.42,0.06666666666666667,4.333333333333333,6,-66.66,0.2588142391801793,48.7027027027027
Dana Swing-Arm Lamps,108.92999999999999,15,-11.22,0.34285714285714286,4.285714285714286,7,0.0,-0.10300192784356928,87.78378378378379
"DataProducts Ampli Magnifier Task Lamp, Black,",508.73,21,99.57000000000001,0.12000000000000002,2.6,5,0.0,0.1957226819727557,59.945945945945944
Dax Clear Box Frame,96.03,14,15.370000000000001,0.19999999999999998,4.166666666666667,6,925.64,0.1600541497448714,21.783783783783782
Decoflex Hanging Personal Folder File,46.26,3,12.03,0.0,7.0,1,0.0,0.2600518806744488,4.540540540540539
"Decoflex Hanging Personal Folder File, Blue",518.11,35,124.13,0.044444444444444446,2.888888888888889,9,0.0,0.23958232807704927,73.62162162162163
Deflect-O Glasstique Clear Desk Accessories,124.74,17,37.03,0.06666666666666667,3.6666666666666665,3,0.0,0.2968574635241302,15.78378378378379
Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,1685.44,18,244.38,0.16,3.6,5,-77.27,0.14499477881146763,66.75675675675676
"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",673.87,17,72.07,0.06666666666666667,3.3333333333333335,6,-44.44,0.10694941160758009,97.51351351351352
"Deflect-o EconoMat Nonstudded, No Bevel Mat",702.44,14,123.96,0.06666666666666667,3.6666666666666665,3,87.5,0.1764705882352941,39.94594594594595
"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",1115.6299999999999,33,-125.18,0.17777777777777778,4.111111111111111,9,-57.41,-0.11220565958247808,88.86486486486487
Deflect-o Glass Clear Studded Chair Mats,1579.37,26,318.37,0.028571428571428574,4.714285714285714,7,-33.33,0.20158037698576017,29.8918918918919
"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",1623.25,26,-343.1,0.26666666666666666,4.0,6,2000.12,-0.21136608655475128,9.297297297297302
"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",437.70000000000005,18,138.32,0.15,4.25,4,0.0,0.31601553575508334,82.48648648648648
Dell Slim USB Multimedia Keyboard,125.0,5,30.0,0.0,5.0,2,0.0,0.24,4.540540540540539
Deluxe Chalkboard Eraser Cleaner,182.49,17,76.46000000000001,0.08,4.4,5,150.0,0.4189818620198367,86.97297297297297
Deluxe Heavy-Duty Vinyl Round Ring Binder,504.25,33,88.24,0.32857142857142857,4.857142857142857,7,-52.27,0.1749925632126921,69.56756756756756
Deluxe Rollaway Locking File with Drawer,5572.79,14,1380.72,0.08,3.8,5,8.0,0.24776099583870917,74.21621621621621
Design Ebony Sketching Pencil,13.62,11,2.3,0.06666666666666667,4.333333333333333,3,0.0,0.16886930983847284,16.27027027027027
Desktop 3-Pocket Hot File,259.68,5,59.51,0.1,4.5,2,0.0,0.22916666666666666,13.405405405405402
Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,467.92,11,-14.620000000000001,0.20000000000000004,3.6666666666666665,3,0.0,-0.031244657206360063,23.675675675675677
Digium D40 VoIP phone,3044.16,27,571.4,0.1111111111111111,4.777777777777778,9,70.0,0.18770366866393356,82.97297297297297
Disposable Triple-Filter Dust Bags,43.7,10,11.36,0.0,3.75,4,-25.0,0.25995423340961094,78.75675675675676
"Dixon My First Ticonderoga Pencil, #2",95.94,19,17.03,0.15000000000000002,4.25,4,150.0,0.1775067750677507,91.67567567567568
"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",110.76,27,42.900000000000006,0.05714285714285715,3.7142857142857144,7,-94.44,0.38732394366197187,33.45945945945946
Dixon Ticonderoga Core-Lock Colored Pencils,229.57999999999998,28,58.68,0.1142857142857143,4.428571428571429,7,0.0,0.2555971774544821,47.13513513513513
"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",431.28999999999996,13,165.2,0.1,1.0,2,0.0,0.38303693570451436,33.513513513513516
"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",75.35,14,20.09,0.1,5.5,2,24.99,0.2666224286662243,37.027027027027025
"Dixon Ticonderoga Maple Cedar Pencil, #2",23.330000000000002,8,4.91,0.06666666666666667,3.3333333333333335,3,-34.77,0.21045863694813544,31.891891891891888
Dixon Ticonderoga Pencils,37.55,13,9.27,0.06666666666666667,2.3333333333333335,3,87.42,0.24687083888149136,43.62162162162162
Document Clip Frames,45.04,6,16.009999999999998,0.1,2.0,2,0.0,0.3554618117229129,37.189189189189186
"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",3322.87,36,1517.91,0.05,3.875,8,62.5,0.4568069169121874,98.54054054054055
"Dual Level, Single-Width Filing Carts",6574.54,43,1640.54,0.022222222222222223,3.6666666666666665,9,14.0,0.24952924463156356,99.94594594594595
Durable Pressboard Binders,37.239999999999995,11,15.09,0.1,5.0,2,0.0,0.40520945220193344,40.37837837837838
Easy-staple paper,2504.18,150,1096.0,0.06086956521739131,3.5869565217391304,46,125.19,0.43766821873826967,90.0
"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",1098.51,21,492.65999999999997,0.06000000000000001,4.2,10,346.15,0.4484802141082011,57.729729729729726
"Eberhard Faber 3 1/2"" Golf Pencils",139.87,20,28.27,0.05714285714285715,3.5714285714285716,7,135.99,0.20211625080431828,43.513513513513516
EcoTones Memo Sheets,52.8,15,21.6,0.06666666666666667,5.0,3,0.0,0.4090909090909091,4.540540540540539
Economy #2 Pencils,34.58,13,8.98,0.0,3.0,4,-33.33,0.25968768074031234,70.54054054054055
Economy Binders,29.96,19,9.809999999999999,0.30000000000000004,3.5,4,0.0,0.32743658210947924,10.864864864864865
Economy Rollaway Files,3138.8,20,693.8199999999999,0.08571428571428573,4.0,7,0.0,0.2210462597170893,64.10810810810811
"Eldon ""L"" Workstation Diamond Chairmat",1002.9300000000001,19,-267.45,0.3,4.25,4,0.0,-0.26666866082378626,60.86486486486486
Eldon 100 Class Desk Accessories,36.39,18,-4.84,0.3,4.5,4,0.0,-0.13300357241000274,45.567567567567565
Eldon 200 Class Desk Accessories,133.14000000000001,22,39.19,0.028571428571428574,3.142857142857143,7,-7.99,0.29435181012468076,53.2972972972973
"Eldon 200 Class Desk Accessories, Black",75.36,12,28.64,0.0,2.0,2,0.0,0.38004246284501064,19.189189189189193
"Eldon 200 Class Desk Accessories, Burgundy",135.65,25,44.58,0.12000000000000002,4.6,5,0.0,0.3286398820493918,64.16216216216216
"Eldon 200 Class Desk Accessories, Smoke",138.16,22,58.02,0.0,5.0,4,100.0,0.4199478865083961,36.27027027027027
"Eldon 300 Class Desk Accessories, Black",29.7,6,13.07,0.0,4.5,2,-80.0,0.4400673400673401,13.540540540540535
"Eldon 400 Class Desk Accessories, Black Carbon",159.25,22,47.61,0.16666666666666666,2.5,6,179.17,0.29896389324960754,20.432432432432435
Eldon 500 Class Desk Accessories,197.95,17,60.480000000000004,0.06666666666666667,3.3333333333333335,6,-69.84,0.3055316999242233,18.216216216216218
Eldon Advantage Chair Mats for Low to Medium Pile Carpets,563.03,13,56.29,0.0,4.4,5,-50.0,0.09997691064419303,83.56756756756756
Eldon Advantage Foldable Chair Mats for Low Pile Carpets,379.4,10,-48.78,0.19999999999999998,4.0,3,0.0,-0.1285714285714286,22.32432432432433
Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,1431.94,14,46.33,0.05,4.25,4,0.0,0.03235470759948042,11.081081081081079
"Eldon Base for stackable storage shelf, platinum",872.26,25,-52.58,0.08571428571428573,3.7142857142857144,7,0.0,-0.06028019168596519,52.702702702702695
Eldon Cleatmat Chair Mats for Medium Pile Carpets,344.1,8,-42.17,0.3,5.0,4,0.0,-0.12255158384190643,66.05405405405406
Eldon Cleatmat Plus Chair Mats for High Pile Carpets,1304.13,20,-111.32,0.15999999999999998,5.4,5,0.0,-0.08535958838459355,37.78378378378379
Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,1200.93,18,-256.56,0.15999999999999998,5.2,5,0.0,-0.2136344333141815,74.48648648648648
"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",546.1899999999999,17,17.45,0.16666666666666666,3.3333333333333335,6,-10.53,0.03194858931873524,66.16216216216216
Eldon Econocleat Chair Mats for Low Pile Carpets,331.76,8,39.81,0.0,3.5,2,0.0,0.11999638292741742,30.054054054054056
Eldon Executive Woodline II Cherry Finish Desk Accessories,98.13,6,-78.51,0.6,4.5,2,100.0,-0.800061143381229,26.51351351351351
"Eldon Executive Woodline II Desk Accessories, Mahogany",361.86,17,50.010000000000005,0.24,3.4,5,0.0,0.13820261979771184,25.567567567567572
"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",108.08,15,6.75,0.2,5.25,4,0.0,0.06245373797187269,22.432432432432435
"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",262.76,20,-7.6200000000000045,0.3,4.0,6,-53.84,-0.028999847769828,53.72972972972973
Eldon Expressions Mahogany Wood Desk Collection,93.6,15,23.4,0.0,5.0,2,0.0,0.25,8.594594594594597
"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",155.71,20,20.630000000000003,0.2,3.8,5,524.92,0.13248988504270762,45.62162162162162
"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",121.28999999999999,13,21.71,0.13333333333333333,4.666666666666667,3,0.0,0.17899249732047162,61.24324324324324
"Eldon Expressions Wood Desk Accessories, Oak",183.03,33,10.110000000000001,0.16666666666666666,4.416666666666667,12,11.44,0.0552368464186199,92.32432432432432
